Article_number;Stock;Stock_BE;ETA;ETA_Confirmed;Status;Classe_comm;last_update
24406/07/30;0;78;;10/08/2026;;Premium;13.07.2026
24406/07/96;0;52;;10/08/2026;;Premium;13.07.2026
24406/36/96;0;46;;;New Phase 2;Premium;13.07.2026
24406/37/30;0;35;;10/08/2026;;Premium;13.07.2026
24406/37/96;0;53;;;New Phase 2;Premium;13.07.2026
24406/84/30;0;30;;;;Premium;13.07.2026
24406/84/96;0;39;;;;Premium;13.07.2026
24406/86/30;0;16;;10/08/2026;;Premium;13.07.2026
24406/86/96;0;40;;10/08/2026;;Premium;13.07.2026
24407/07/96;0;0;;10/08/2026;;Premium;13.07.2026
24407/43/96;0;44;;;;Premium;13.07.2026
24407/86/96;0;49;;;;Premium;13.07.2026
24610/08/30;2;186;;;;Competitive;13.07.2026
24656/10/30;0;60;;;;Competitive;13.07.2026
24656/10/31;2;64;;;;Competitive;13.07.2026
24703/17/04;0;55;;;;Premium;13.07.2026
24705/34/05;0;37;;;;Vibes;13.07.2026
25115/35/65;0;0;;;Liquidation;Neutral;13.07.2026
25117/10/61;0;42;;;;Premium;13.07.2026
25117/10/62;0;2;;;;Premium;13.07.2026
25117/10/65;0;19;;;;Premium;13.07.2026
25413/01/02;0;79;;;;Neutral;13.07.2026
25413/03/02;0;37;;;;Neutral;13.07.2026
25413/13/02;0;167;;;;Neutral;13.07.2026
25414/04/61;0;0;;;Liquidation;Neutral;13.07.2026
25414/20/61;1;0;;;Dropped out;;13.07.2026
25417/10/61;0;98;;;;Premium;13.07.2026
25417/10/62;0;105;;;;Premium;13.07.2026
25417/10/65;0;33;;;;Premium;13.07.2026
25417/12/61;0;13;;;;Premium;13.07.2026
25417/12/62;0;70;;;;Premium;13.07.2026
25417/12/65;0;36;;;;Premium;13.07.2026
25501/45/65;1;0;;;Dropped out;;13.07.2026
26405/04/31;0;0;30/09/2026;;New Phase 2;Essential;13.07.2026
26405/13/31;0;0;30/09/2026;;New Phase 2;Essential;13.07.2026
26405/25/31;0;0;30/09/2026;;New Phase 2;Essential;13.07.2026
26405/40/31;0;0;30/09/2026;;New Phase 1;Essential;13.07.2026
26500/05/02;0;38;30/09/2026;;;Neutral;13.07.2026
26500/05/30;0;284;;;;Neutral;13.07.2026
26500/05/36;0;500;;;;Neutral;13.07.2026
26505/30/31;0;0;30/09/2026;;New Phase 2;Essential;13.07.2026
26705/45/31;0;0;;;New Phase 2;Essential;13.07.2026
26956/05/30;1;0;;;Dropped out;;13.07.2026
26956/05/31;3;0;;;Dropped out;;13.07.2026
26957/05/12;5;0;;;Dropped out;;13.07.2026
26957/05/30;2;0;;;Liquidation;Competitive;13.07.2026
26957/10/12;1;0;;;Dropped out;;13.07.2026
26957/15/12;1;0;;;Dropped out;;13.07.2026
26958/05/30;5;146;;;;Competitive;13.07.2026
26958/10/30;0;89;;;;Competitive;13.07.2026
26958/15/30;0;52;;;;Competitive;13.07.2026
26958/20/30;0;96;;;;Competitive;13.07.2026
26994/05/31;0;148;;;;Competitive;13.07.2026
26994/10/31;6;411;;;;Competitive;13.07.2026
26994/15/31;0;158;;;;Competitive;13.07.2026
26994/20/31;0;246;;;;Competitive;13.07.2026
27100/02/30;0;406;;;;Competitive;13.07.2026
27107/01/30;3;60;;;;Competitive;13.07.2026
27200/01/30;0;282;;;;Competitive;13.07.2026
27250/06/30;0;191;;;;Competitive;13.07.2026
27250/06/31;0;148;;;;Competitive;13.07.2026
27251/02/30;0;190;;;;Competitive;13.07.2026
27251/02/31;0;169;;;;Competitive;13.07.2026
27500/02/31;0;139;;;;Competitive;13.07.2026
27503/02/30;0;153;;;;Neutral;13.07.2026
27503/02/31;0;123;;;;Neutral;13.07.2026
27504/02/31;0;0;;;Liquidation;Competitive;13.07.2026
27703/02/30;0;77;;;;Neutral;13.07.2026
27703/02/31;0;164;;;;Neutral;13.07.2026
27703/04/30;0;50;15/10/2026;;;Neutral;13.07.2026
27803/01/29;35;0;;;Dropped out;;13.07.2026
27807/01/30;0;48;;;;Competitive;13.07.2026
27807/02/30;0;56;;;;Competitive;13.07.2026
27818/09/30;16;0;;;Dropped out;;13.07.2026
27837/01/30;36;0;;;Dropped out;;13.07.2026
27849/02/29;0;151;;;;Competitive;13.07.2026
27849/12/29;0;258;;;;Competitive;13.07.2026
27853/01/30;0;127;;;;Competitive;13.07.2026
27870/01/30;1;100;;;;Competitive;13.07.2026
27870/01/31;0;152;15/10/2026;;;Competitive;13.07.2026
27874/25/30;0;129;;;;Competitive;13.07.2026
27874/45/30;0;87;;;;Competitive;13.07.2026
27874/65/30;0;105;;;;Competitive;13.07.2026
27881/06/30;0;0;;31/08/2026;;Competitive;13.07.2026
27882/05/30;0;93;;31/08/2026;;Competitive;13.07.2026
27883/01/30;0;107;;;;Competitive;13.07.2026
27883/01/31;0;123;;;;Competitive;13.07.2026
27883/02/30;0;165;;;;Competitive;13.07.2026
27883/02/31;0;140;;;;Competitive;13.07.2026
27883/11/30;0;42;15/10/2026;;;Competitive;13.07.2026
27883/11/31;0;146;;;;Competitive;13.07.2026
27883/25/30;0;127;;;;Competitive;13.07.2026
27883/25/31;0;107;;;;Competitive;13.07.2026
27888/03/30;1;0;;;Dropped out;;13.07.2026
27889/02/30;0;182;;;;Competitive;13.07.2026
27889/02/31;0;68;;;;Competitive;13.07.2026
27889/02/33;0;77;;;;Competitive;13.07.2026
27889/02/38;0;57;;;;Competitive;13.07.2026
27889/06/30;0;44;;;;Competitive;13.07.2026
27893/05/29;0;56;;;;Competitive;13.07.2026
27894/05/29;0;157;;;;Competitive;13.07.2026
27895/05/29;0;133;;;;Competitive;13.07.2026
27896/12/29;0;171;;;;Competitive;13.07.2026
27899/03/29;6;0;;;Dropped out;;13.07.2026
28112/30/30;0;258;;;;Competitive;13.07.2026
28112/30/31;0;128;;;;Competitive;13.07.2026
28116/11/30;0;0;31/08/2026;03/08/2026;;Competitive;13.07.2026
28116/11/31;0;0;15/10/2026;;;Competitive;13.07.2026
28116/18/30;0;0;31/08/2026;03/08/2026;;Competitive;13.07.2026
28116/18/31;0;43;31/08/2026;03/08/2026;;Competitive;13.07.2026
28116/24/30;0;37;;;;Competitive;13.07.2026
28116/24/31;0;51;;;;Competitive;13.07.2026
28116/30/30;0;0;;03/08/2026;;Competitive;13.07.2026
28116/30/31;0;0;;03/08/2026;;Competitive;13.07.2026
28117/11/30;0;52;15/10/2026;;;Competitive;13.07.2026
28117/11/31;0;63;;;;Competitive;13.07.2026
28117/17/30;0;52;;;;Competitive;13.07.2026
28117/17/31;0;40;;;;Competitive;13.07.2026
28117/22/30;0;35;;;;Competitive;13.07.2026
28117/22/31;0;31;;;;Competitive;13.07.2026
28117/30/30;0;30;;03/08/2026;;Competitive;13.07.2026
28117/30/31;0;40;;;;Competitive;13.07.2026
28803/01/30;0;110;;;;Competitive;13.07.2026
28850/24/30;1;112;;;;Competitive;13.07.2026
28851/40/30;0;115;;;;Competitive;13.07.2026
28851/60/30;0;61;;03/08/2026;;Competitive;13.07.2026
28851/61/30;0;127;;;;Competitive;13.07.2026
28857/06/30;4;98;;;;Competitive;13.07.2026
28857/61/30;0;91;;;;Competitive;13.07.2026
28861/10/30;0;86;;;;Competitive;13.07.2026
28907/17/31;1;0;;;Dropped out;;13.07.2026
29700/26/15;0;54;;;;Vibes;13.07.2026
29700/26/96;0;35;15/10/2026;;;Vibes;13.07.2026
29825/01/30;0;55;;;;Competitive;13.07.2026
29826/01/30;4;0;;;Dropped out;;13.07.2026
29828/01/30;0;120;;;;Competitive;13.07.2026
29829/01/30;0;84;;;;Competitive;13.07.2026
29830/40/30;0;60;;;;Competitive;13.07.2026
29831/60/30;0;81;;;;Competitive;13.07.2026
29831/80/30;0;83;;;;Competitive;13.07.2026
29832/60/30;0;92;;;;Competitive;13.07.2026
29832/99/30;0;102;;;;Competitive;13.07.2026
29897/01/31;0;97;;;;Competitive;13.07.2026
29933/02/15;0;130;;;;Competitive;13.07.2026
29933/02/30;0;125;;27/07/2026;;Competitive;13.07.2026
29933/02/96;0;154;;27/07/2026;;Competitive;13.07.2026
29934/02/15;0;141;;;;Competitive;13.07.2026
29934/02/30;0;57;;27/07/2026;;Competitive;13.07.2026
29934/02/96;0;111;;;;Competitive;13.07.2026
30161/09/30;0;36;;;;Neutral;13.07.2026
30164/01/02;0;157;;;;Neutral;13.07.2026
30164/01/30;0;54;30/09/2026;03/08/2026;;Neutral;13.07.2026
30186/38/30;0;0;;;Liquidation;Competitive;13.07.2026
30188/01/30;0;50;;;;Competitive;13.07.2026
30265/01/30;0;65;30/09/2026;;;Competitive;13.07.2026
30271/01/30;0;39;;03/08/2026;;Competitive;13.07.2026
30276/01/38;0;83;30/09/2026;03/08/2026;;Competitive;13.07.2026
30295/01/30;0;0;;;Liquidation;Neutral;13.07.2026
30460/01/60;0;0;;;Liquidation;Neutral;13.07.2026
30460/13/60;0;0;;;Liquidation;Neutral;13.07.2026
30461/09/30;0;34;;;;Neutral;13.07.2026
30474/04/30;0;90;;;;Competitive;13.07.2026
30474/06/30;0;500;;;;Competitive;13.07.2026
30488/01/30;0;38;;;;Competitive;13.07.2026
30488/03/30;0;48;;;;Competitive;13.07.2026
30495/03/30;0;101;;;;Neutral;13.07.2026
30562/81/30;0;74;;;;Neutral;13.07.2026
30562/81/38;0;10;;;;Neutral;13.07.2026
30595/81/30;0;17;;;;Neutral;13.07.2026
30597/01/31;0;0;;;Liquidation;Neutral;13.07.2026
30669/05/30;6;0;;;Dropped out;;13.07.2026
30762/81/38;0;29;;;;Neutral;13.07.2026
30763/81/30;0;0;;;Liquidation;Neutral;13.07.2026
30773/01/30;0;29;15/11/2026;;;Competitive;13.07.2026
30797/02/31;0;0;;;Liquidation;Neutral;13.07.2026
30997/01/31;0;18;;;;Neutral;13.07.2026
30997/11/31;0;0;;;Liquidation;Neutral;13.07.2026
33200/05/11;0;264;;;;Neutral;13.07.2026
33200/05/30;0;235;;;;Neutral;13.07.2026
33200/05/31;0;263;;;;Neutral;13.07.2026
33500/03/30;0;449;;;;Neutral;13.07.2026
33500/03/35;0;272;;;;Neutral;13.07.2026
33500/03/41;0;267;;;;Neutral;13.07.2026
33801/06/30;0;189;;;;Competitive;13.07.2026
33801/06/31;0;361;;;;Competitive;13.07.2026
33801/11/30;0;354;;;;Competitive;13.07.2026
33801/11/31;0;373;;;;Competitive;13.07.2026
33803/08/97;0;105;;;;Competitive;13.07.2026
33804/05/30;0;70;;;;Competitive;13.07.2026
33805/08/97;0;41;;;;Essential;13.07.2026
33806/08/97;0;37;;;;Essential;13.07.2026
33807/08/97;0;68;;;;Essential;13.07.2026
33808/08/97;0;54;;;;Essential;13.07.2026
33809/05/97;0;69;;;;Essential;13.07.2026
33810/08/97;0;63;;;;Essential;13.07.2026
33811/04/97;0;27;15/10/2026;;;Essential;13.07.2026
33812/08/96;0;57;;;New Phase 2;Essential;13.07.2026
33813/08/96;0;60;;;New Phase 2;Essential;13.07.2026
33814/06/97;0;62;;;New Phase 2;Essential;13.07.2026
33815/06/97;0;62;;;New Phase 2;Essential;13.07.2026
33818/06/97;0;60;;;New Phase 2;Essential;13.07.2026
33819/08/97;0;57;;;New Phase 2;Essential;13.07.2026
34145/30/30;0;207;;;;Neutral;13.07.2026
34145/30/36;0;108;;;;Neutral;13.07.2026
34245/01/30;0;116;;;;Neutral;13.07.2026
34245/01/36;0;26;;;Liquidation;Neutral;13.07.2026
34247/01/99;0;197;;;;Competitive;13.07.2026
34438/03/65;0;57;30/09/2026;;;Competitive;13.07.2026
34438/05/65;0;40;;;;Competitive;13.07.2026
34438/20/65;0;102;;14/07/2026;;Competitive;13.07.2026
34438/28/65;1;106;;14/07/2026;;Competitive;13.07.2026
34438/40/65;3;93;;14/07/2026;;Competitive;13.07.2026
34445/30/30;0;0;;;Liquidation;Neutral;13.07.2026
34447/40/99;0;170;;;;Competitive;13.07.2026
34540/03/30;0;48;31/10/2026;;;Neutral;13.07.2026
34540/03/31;0;0;30/09/2026;;;Neutral;13.07.2026
34544/02/30;0;0;;;Liquidation;Neutral;13.07.2026
34545/81/30;0;68;;;;Neutral;13.07.2026
34545/81/36;0;69;;;;Neutral;13.07.2026
34546/21/30;0;396;;;;Competitive;13.07.2026
34548/81/31;0;43;;;;Neutral;13.07.2026
34549/81/60;0;159;;;;Neutral;13.07.2026
34550/81/60;0;170;;;;Neutral;13.07.2026
34551/81/31;0;104;;;;Neutral;13.07.2026
34552/03/11;0;43;;;;Neutral;13.07.2026
34552/03/41;0;36;;14/07/2026;;Neutral;13.07.2026
34552/03/44;0;41;;;;Neutral;13.07.2026
34738/01/65;0;44;;;;Competitive;13.07.2026
34745/81/30;0;0;;;Liquidation;Neutral;13.07.2026
34745/81/36;0;0;;;Liquidation;Neutral;13.07.2026
35100/11/31;0;500;;;;Competitive;13.07.2026
35100/14/31;0;500;;;;Competitive;13.07.2026
35100/17/31;0;363;;;;Competitive;13.07.2026
35115/40/55;0;0;;;New Phase 1;Vibes;13.07.2026
35200/18/31;0;500;;;;Competitive;13.07.2026
35201/18/31;0;500;;;;Competitive;13.07.2026
35203/13/31;0;0;;;Liquidation;Competitive;13.07.2026
35208/01/31;0;108;;;;Competitive;13.07.2026
35208/01/41;6;0;;;Dropped out;;13.07.2026
35251/01/41;0;0;15/10/2026;;New Phase 1;Vibes;13.07.2026
35252/01/41;0;0;15/10/2026;;New Phase 1;Vibes;13.07.2026
35400/25/31;0;268;;;;Neutral;13.07.2026
35406/16/31;0;143;;;;Neutral;13.07.2026
35407/25/31;1;0;;;Dropped out;;13.07.2026
35410/04/30;0;69;;;;Neutral;13.07.2026
35411/04/41;1;0;;;Dropped out;;13.07.2026
35413/01/30;0;32;;;;Competitive;13.07.2026
35415/50/55;0;0;;;New Phase 1;Vibes;13.07.2026
35911/08/30;0;71;;;;Competitive;13.07.2026
35911/08/31;0;74;;;;Competitive;13.07.2026
35911/16/30;0;87;;;;Competitive;13.07.2026
35911/16/31;0;123;;;;Competitive;13.07.2026
35913/01/30;0;207;;;;Competitive;13.07.2026
35913/01/33;60;0;;;Dropped out;;13.07.2026
35913/02/30;0;102;;;;Competitive;13.07.2026
36114/18/30;0;500;;;;Competitive;13.07.2026
36114/18/31;0;124;;;;Competitive;13.07.2026
36114/27/30;0;57;;;;Competitive;13.07.2026
36114/27/31;0;44;;;;Competitive;13.07.2026
36612/03/30;0;95;;;;Competitive;13.07.2026
36612/03/31;0;247;;;;Competitive;13.07.2026
36620/03/31;0;17;;;;Competitive;13.07.2026
36621/03/30;0;68;;;;Competitive;13.07.2026
36621/03/31;0;155;;;;Competitive;13.07.2026
36712/04/30;0;63;;;;Competitive;13.07.2026
36712/04/31;0;245;;;;Competitive;13.07.2026
36712/05/30;1;70;;;;Competitive;13.07.2026
36712/05/31;1;339;;;;Competitive;13.07.2026
36720/03/30;0;92;;;;Competitive;13.07.2026
36720/03/31;0;87;;;;Competitive;13.07.2026
36721/03/30;0;0;;;Liquidation;Competitive;13.07.2026
36721/03/31;0;3;;;;Competitive;13.07.2026
36722/03/30;0;91;;;;Competitive;13.07.2026
37100/50/30;1;0;;;Dropped out;;13.07.2026
39211/10/11;5;0;;;Dropped out;;13.07.2026
39520/01/76;2;0;;;Dropped out;;13.07.2026
40401/01/73;0;0;;;New Phase 1;Essential;13.07.2026
40401/03/73;0;0;;;New Phase 1;Essential;13.07.2026
40404/03/73;0;0;;;New Phase 1;Essential;13.07.2026
40404/13/73;0;0;;;New Phase 1;Essential;13.07.2026
40404/40/73;0;0;;;New Phase 1;Essential;13.07.2026
40404/50/73;0;0;;;New Phase 1;Essential;13.07.2026
40501/01/73;0;0;;;New Phase 1;Essential;13.07.2026
40502/01/73;0;0;31/08/2026;;New Phase 2;Essential;13.07.2026
40503/81/73;0;0;31/08/2026;;New Phase 1;Essential;13.07.2026
40701/13/73;0;0;;;New Phase 1;Essential;13.07.2026
40703/81/73;0;0;31/08/2026;;New Phase 1;Essential;13.07.2026
41205/12/30;0;59;;;;Premium;13.07.2026
41205/16/30;0;34;;;;Premium;13.07.2026
41206/03/02;0;56;;;;Premium;13.07.2026
41206/03/15;0;128;;;;Premium;13.07.2026
41206/03/30;0;125;;;;Premium;13.07.2026
41405/24/30;0;68;;;;Premium;13.07.2026
41405/32/30;0;51;;;;Premium;13.07.2026
41412/40/30;0;42;;;;Premium;13.07.2026
41412/40/31;0;39;;;;Premium;13.07.2026
41412/60/30;0;60;;;;Premium;13.07.2026
41412/60/31;0;43;;;;Premium;13.07.2026
41412/80/30;0;45;;;;Premium;13.07.2026
41412/80/31;0;33;;;;Premium;13.07.2026
42101/52/30;0;56;;;;Neutral;13.07.2026
42203/06/31;0;37;;;;Premium;13.07.2026
42203/10/31;0;29;;;;Premium;13.07.2026
42203/47/31;0;0;10/10/2026;;New Phase 1;Premium;13.07.2026
42401/52/30;0;49;;;;Neutral;13.07.2026
42404/35/38;0;0;10/10/2026;;New Phase 1;Vibes;13.07.2026
42404/47/55;0;0;10/10/2026;;New Phase 1;Vibes;13.07.2026
43401/31/30;0;437;;;;Competitive;13.07.2026
43404/15/30;0;137;;;;Competitive;13.07.2026
43404/22/30;0;128;;;;Competitive;13.07.2026
43404/28/30;0;146;;;;Competitive;13.07.2026
44110/24/31;0;81;;;;Competitive;13.07.2026
44111/24/31;0;123;;;;Competitive;13.07.2026
44112/24/30;0;44;;15/07/2026;;Competitive;13.07.2026
44113/30/02;0;96;;;;Competitive;13.07.2026
44114/30/02;0;287;;;;Competitive;13.07.2026
44204/08/33;0;92;;;;Competitive;13.07.2026
44204/08/35;0;412;;;;Competitive;13.07.2026
44204/08/38;0;242;;;;Competitive;13.07.2026
44216/08/30;0;192;;;;Neutral;13.07.2026
44216/12/30;0;283;;;;Neutral;13.07.2026
44217/08/30;0;51;;;;Neutral;13.07.2026
44217/08/41;0;31;;15/07/2026;;Neutral;13.07.2026
44415/03/99;0;84;;;;Neutral;13.07.2026
44415/13/34;0;195;;;;Neutral;13.07.2026
44415/16/66;0;89;;;;Neutral;13.07.2026
44415/20/36;0;19;;;;Neutral;13.07.2026
44501/03/30;0;392;;;;Competitive;13.07.2026
44501/03/31;0;500;;;;Competitive;13.07.2026
44501/03/44;0;181;;;;Competitive;13.07.2026
44503/06/11;0;87;;;;Neutral;13.07.2026
44503/06/30;0;65;;;;Neutral;13.07.2026
44503/06/41;0;46;;;;Neutral;13.07.2026
44516/06/30;0;244;;;;Neutral;13.07.2026
44517/08/30;0;53;;;;Neutral;13.07.2026
44517/08/41;0;61;;;;Neutral;13.07.2026
44520/01/33;0;121;;15/07/2026;;Essential;13.07.2026
44520/01/34;0;135;;15/07/2026;;Essential;13.07.2026
44520/01/35;0;134;;15/07/2026;;Essential;13.07.2026
44520/01/38;0;90;;15/07/2026;;Essential;13.07.2026
44521/01/33;0;157;;;;Essential;13.07.2026
44521/01/34;0;143;;15/07/2026;;Essential;13.07.2026
44521/01/35;0;130;;15/07/2026;;Essential;13.07.2026
44521/01/38;0;81;;15/07/2026;;Essential;13.07.2026
44522/01/33;0;0;;;New Phase 1;Essential;13.07.2026
44522/01/35;0;0;;;New Phase 1;Essential;13.07.2026
44522/01/57;0;0;;;New Phase 1;Essential;13.07.2026
44616/06/30;0;35;;;;Neutral;13.07.2026
44700/11/02;0;58;;;;Neutral;13.07.2026
44700/11/30;0;83;;15/07/2026;;Neutral;13.07.2026
44701/03/30;0;59;;;;Competitive;13.07.2026
44701/03/31;0;343;;;;Competitive;13.07.2026
44701/03/37;0;175;;;;Competitive;13.07.2026
44701/03/44;0;59;;;;Competitive;13.07.2026
44716/06/30;0;129;;;;Neutral;13.07.2026
44717/08/30;0;53;;;;Neutral;13.07.2026
44717/08/41;0;79;;;;Neutral;13.07.2026
44719/81/30;0;43;;;;Neutral;13.07.2026
44798/81/30;0;112;;;;Competitive;13.07.2026
44799/81/30;0;94;;;;Competitive;13.07.2026
45101/40/65;0;38;;10/08/2026;;Neutral;13.07.2026
45177/30/65;0;239;;;;Competitive;13.07.2026
45179/03/30;1;0;;;Dropped out;;13.07.2026
45179/13/30;0;67;;;;Competitive;13.07.2026
45194/25/65;0;33;15/09/2026;;;Competitive;13.07.2026
45196/01/30;0;77;;;;Competitive;13.07.2026
45196/01/33;0;73;;;;Competitive;13.07.2026
45196/01/35;0;63;;;;Competitive;13.07.2026
45196/01/44;0;54;;;;Competitive;13.07.2026
45200/01/30;8;323;;;;Neutral;13.07.2026
45200/01/35;0;57;;;;Neutral;13.07.2026
45201/01/30;0;237;;27/07/2026;;Competitive;13.07.2026
45201/01/33;0;384;;;;Competitive;13.07.2026
45201/01/35;0;192;15/09/2026;;;Competitive;13.07.2026
45252/01/97;0;80;;;;Neutral;13.07.2026
45252/11/97;0;50;;;;Neutral;13.07.2026
45265/01/30;0;500;;;;Competitive;13.07.2026
45265/01/31;0;92;15/10/2026;10/08/2026;;Competitive;13.07.2026
45274/02/02;0;274;;;;Neutral;13.07.2026
45274/02/30;0;226;;;;Neutral;13.07.2026
45292/81/30;4;0;;;Dropped out;;13.07.2026
45299/02/02;0;91;;;;Competitive;13.07.2026
45299/02/30;0;85;15/10/2026;;;Competitive;13.07.2026
45354/01/97;3;0;;;Dropped out;;13.07.2026
45386/07/62;0;11;;27/07/2026;;Competitive;13.07.2026
45386/20/33;0;91;;;;Competitive;13.07.2026
45386/20/62;0;84;30/09/2026;31/08/2026;;Competitive;13.07.2026
45386/30/33;0;98;30/09/2026;;;Competitive;13.07.2026
45386/30/62;0;246;15/10/2026;31/08/2026;;Competitive;13.07.2026
45401/40/65;0;35;15/10/2026;;;Neutral;13.07.2026
45401/50/65;0;35;15/09/2026;;;Neutral;13.07.2026
45402/07/30;0;33;30/09/2026;;;Competitive;13.07.2026
45402/13/30;0;49;;;;Competitive;13.07.2026
45402/15/30;0;47;;;;Competitive;13.07.2026
45402/30/30;0;76;;;;Competitive;13.07.2026
45405/01/30;0;29;;;;Neutral;13.07.2026
45405/04/30;0;33;;;;Neutral;13.07.2026
45405/07/30;0;63;;;;Neutral;13.07.2026
45405/13/30;0;77;;;;Neutral;13.07.2026
45408/03/62;0;169;;27/07/2026;;Competitive;13.07.2026
45408/13/99;0;55;27/07/2026;14/07/2026;;Competitive;13.07.2026
45408/15/99;0;97;03/08/2026;27/07/2026;;Competitive;13.07.2026
45408/18/62;0;494;31/08/2026;27/07/2026;;Competitive;13.07.2026
45408/22/62;0;500;31/08/2026;27/07/2026;;Competitive;13.07.2026
45408/30/62;0;500;31/08/2026;27/07/2026;;Competitive;13.07.2026
45409/04/30;0;66;;;;Competitive;13.07.2026
45409/04/38;0;40;30/09/2026;;;Competitive;13.07.2026
45409/13/30;0;112;;;;Competitive;13.07.2026
45409/13/38;0;46;;;;Competitive;13.07.2026
45410/05/30;0;38;;;;Competitive;13.07.2026
45410/05/41;0;37;;;;Competitive;13.07.2026
45410/09/30;0;52;;;;Competitive;13.07.2026
45410/09/41;0;53;;;;Competitive;13.07.2026
45410/13/30;0;34;21/08/2026;10/08/2026;;Competitive;13.07.2026
45410/13/41;0;30;;27/07/2026;;Competitive;13.07.2026
45410/15/30;0;35;30/09/2026;27/07/2026;;Competitive;13.07.2026
45410/15/41;0;40;;27/07/2026;;Competitive;13.07.2026
45455/36/30;0;60;;;;Neutral;13.07.2026
45455/36/31;0;39;;;;Neutral;13.07.2026
45459/04/30;0;93;;;;Competitive;13.07.2026
45474/06/30;0;88;;;;Neutral;13.07.2026
45491/13/41;0;45;;;;Neutral;13.07.2026
45491/13/55;0;38;30/09/2026;;;Neutral;13.07.2026
45491/31/41;0;0;30/09/2026;;;Neutral;13.07.2026
45491/31/55;0;33;15/10/2026;;;Neutral;13.07.2026
45491/40/41;0;40;30/09/2026;;;Neutral;13.07.2026
45491/40/55;0;0;;31/08/2026;;Neutral;13.07.2026
45492/01/36;0;90;;;;Neutral;13.07.2026
45492/03/36;0;57;;;;Neutral;13.07.2026
45492/13/36;0;101;;;;Neutral;13.07.2026
45493/03/33;0;79;;;;Competitive;13.07.2026
45493/04/33;0;1;15/09/2026;;;Competitive;13.07.2026
45493/30/33;0;57;;27/07/2026;;Competitive;13.07.2026
45493/30/62;0;87;;;;Competitive;13.07.2026
45494/01/65;0;100;30/09/2026;;;Competitive;13.07.2026
45494/03/65;0;70;;;;Competitive;13.07.2026
45494/06/65;0;101;;;;Competitive;13.07.2026
45494/15/65;0;44;15/09/2026;;;Competitive;13.07.2026
45494/16/65;0;295;03/08/2026;27/07/2026;;Competitive;13.07.2026
45494/16/96;0;122;;;;Competitive;13.07.2026
45494/19/96;0;94;;;;Competitive;13.07.2026
45496/01/30;0;68;;;;Competitive;13.07.2026
45496/01/33;0;8;15/09/2026;;;Competitive;13.07.2026
45496/01/35;0;34;15/09/2026;;;Competitive;13.07.2026
45496/01/44;0;58;;;;Competitive;13.07.2026
45497/03/02;0;37;15/09/2026;;;Competitive;13.07.2026
45497/20/02;0;0;03/08/2026;27/07/2026;;Competitive;13.07.2026
45497/30/02;0;113;;;;Competitive;13.07.2026
45500/01/30;0;19;;;;Competitive;13.07.2026
45500/01/44;0;90;;;;Competitive;13.07.2026
45500/01/66;0;235;;;;Competitive;13.07.2026
45502/01/30;0;18;;;;Competitive;13.07.2026
45504/01/30;0;58;15/09/2026;;;Competitive;13.07.2026
45504/01/31;0;41;;27/07/2026;;Competitive;13.07.2026
45504/01/36;0;79;;27/07/2026;;Competitive;13.07.2026
45505/01/30;0;81;;;;Neutral;13.07.2026
45508/01/62;0;59;;;;Competitive;13.07.2026
45509/81/30;0;79;;;;Competitive;13.07.2026
45509/81/38;0;38;;27/07/2026;;Competitive;13.07.2026
45510/01/30;0;30;;10/08/2026;;Competitive;13.07.2026
45510/01/41;0;40;15/09/2026;;;Competitive;13.07.2026
45561/01/36;0;16;15/09/2026;;;Competitive;13.07.2026
45561/01/70;1;174;;;;Competitive;13.07.2026
45561/01/72;0;192;15/09/2026;;;Competitive;13.07.2026
45564/01/31;1;500;;;;Competitive;13.07.2026
45564/01/36;0;34;;;;Competitive;13.07.2026
45565/01/30;1;135;;;;Competitive;13.07.2026
45566/01/62;2;0;;;Dropped out;;13.07.2026
45569/01/65;0;0;;;Liquidation;Competitive;13.07.2026
45574/02/02;0;48;;;;Neutral;13.07.2026
45574/02/30;0;82;;;;Neutral;13.07.2026
45576/01/02;1;83;;;;Competitive;13.07.2026
45576/01/30;0;87;;;;Competitive;13.07.2026
45578/01/30;2;0;;;Dropped out;;13.07.2026
45584/01/30;1;0;;;Dropped out;;13.07.2026
45586/20/33;0;33;;10/08/2026;;Competitive;13.07.2026
45586/20/62;2;85;;;;Competitive;13.07.2026
45588/01/30;0;48;;;;Competitive;13.07.2026
45589/01/30;0;153;;;;Competitive;13.07.2026
45590/81/02;0;68;;;;Competitive;13.07.2026
45590/81/30;0;198;;;;Competitive;13.07.2026
45591/01/41;0;32;;27/07/2026;;Neutral;13.07.2026
45591/01/55;0;47;;;;Neutral;13.07.2026
45592/01/36;0;252;;;;Neutral;13.07.2026
45593/01/33;0;74;;;;Competitive;13.07.2026
45594/01/65;0;50;;;;Competitive;13.07.2026
45595/01/31;0;36;15/09/2026;;;Competitive;13.07.2026
45595/01/51;0;108;;27/07/2026;;Competitive;13.07.2026
45595/01/66;0;73;30/09/2026;10/08/2026;;Competitive;13.07.2026
45596/01/30;0;77;30/09/2026;;;Competitive;13.07.2026
45596/01/33;0;112;15/10/2026;;;Competitive;13.07.2026
45596/01/35;0;26;15/09/2026;27/07/2026;;Competitive;13.07.2026
45596/01/44;0;82;;27/07/2026;;Competitive;13.07.2026
45597/20/02;0;40;30/09/2026;27/07/2026;;Competitive;13.07.2026
45599/01/30;0;102;;;;Competitive;13.07.2026
